plot_id,tree_id,species,species_code,dbh_cm,height_m,agb_kg
P033,P033-08,Douglas-fir,FDC,73.6,39.5,4390.4
P033,P033-09,Western redcedar,CW,18.3,14.5,228.3
P033,P033-10,Douglas-fir,FDC,63.9,37.9,3322.0
P033,P033-11,Western hemlock,HW,37.9,26.8,1200.2
P033,P033-12,Douglas-fir,FDC,27.9,19.5,597.5
P033,P033-13,Douglas-fir,FDC,43.2,27.8,1689.2
P033,P033-14,Douglas-fir,FDC,45.5,32.3,1604.6
P033,P033-15,Sitka spruce,SS,52.1,34.4,2192.9
P033,P033-16,Western redcedar,CW,37.2,21.9,938.7
P033,P033-17,Western redcedar,CW,23.0,18.7,362.2
P033,P033-18,Douglas-fir,FDC,28.5,20.1,650.5
P033,P033-19,Douglas-fir,FDC,59.6,34.6,3032.6
P033,P033-20,Douglas-fir,FDC,24.8,22.7,528.5
P033,P033-21,Western redcedar,CW,28.8,18.6,480.4
P033,P033-22,Douglas-fir,FDC,32.0,22.4,812.2
P033,P033-23,Douglas-fir,FDC,24.5,18.3,458.3
P033,P033-24,Western hemlock,HW,51.2,31.0,2217.5
P033,P033-25,Douglas-fir,FDC,46.2,31.3,1658.9
P033,P033-26,Western hemlock,HW,88.8,41.7,6385.3
P033,P033-27,Bigleaf maple,MB,29.7,17.8,627.6
P033,P033-28,Western hemlock,HW,18.5,16.2,283.5
P033,P033-29,Douglas-fir,FDC,34.4,23.7,967.1
P033,P033-30,Douglas-fir,FDC,35.4,26.7,978.5
P033,P033-31,Western redcedar,CW,60.8,30.4,2567.9
P033,P033-32,Douglas-fir,FDC,85.9,38.7,6634.6
P033,P033-33,Douglas-fir,FDC,106.8,42.4,10592.3
P033,P033-34,Western hemlock,HW,45.7,31.2,1555.1
P034,P034-01,Douglas-fir,FDC,18.0,16.5,257.9
P034,P034-02,Western hemlock,HW,27.0,19.9,546.4
P034,P034-03,Western hemlock,HW,21.6,18.4,343.1
P034,P034-04,Douglas-fir,FDC,40.4,26.6,1388.0
P034,P034-05,Douglas-fir,FDC,14.9,12.0,190.9
P034,P034-06,Western hemlock,HW,15.5,15.8,191.7
P034,P034-07,Douglas-fir,FDC,26.4,20.5,565.8
P034,P034-08,Western hemlock,HW,21.2,20.7,331.1
P034,P034-09,Douglas-fir,FDC,9.2,8.0,73.7
P034,P034-10,Western hemlock,HW,17.8,16.2,237.4
P034,P034-11,Bigleaf maple,MB,11.9,8.4,113.9
P034,P034-12,Douglas-fir,FDC,19.1,14.2,306.7
P034,P034-13,Western hemlock,HW,17.6,14.0,258.8
P034,P034-14,Douglas-fir,FDC,20.3,17.6,343.4
P034,P034-15,Douglas-fir,FDC,25.6,20.2,593.6
P034,P034-16,Western hemlock,HW,41.5,29.7,1517.2
P034,P034-17,Bigleaf maple,MB,33.5,19.5,881.2
P034,P034-18,Western hemlock,HW,16.0,14.9,203.5
P034,P034-19,Douglas-fir,FDC,17.1,13.2,224.0
P034,P034-20,Douglas-fir,FDC,22.0,16.1,408.3
P034,P034-21,Douglas-fir,FDC,40.8,26.6,1380.4
P034,P034-22,Douglas-fir,FDC,23.3,19.4,476.4
P034,P034-23,Douglas-fir,FDC,17.8,14.9,267.8
P034,P034-24,Red alder,DR,21.4,16.0,296.4
P034,P034-25,Red alder,DR,30.6,21.8,651.3
P034,P034-26,Western redcedar,CW,18.0,14.0,201.0
P034,P034-27,Western hemlock,HW,43.8,27.1,1407.6
P034,P034-28,Western hemlock,HW,37.3,25.3,1121.5
P034,P034-29,Douglas-fir,FDC,27.6,23.2,688.3
P034,P034-30,Douglas-fir,FDC,24.2,19.4,509.4
P034,P034-31,Douglas-fir,FDC,8.0,7.4,52.6
P034,P034-32,Douglas-fir,FDC,12.5,14.0,139.5
P034,P034-33,Bigleaf maple,MB,11.4,8.5,89.9
P034,P034-34,Western redcedar,CW,13.6,12.0,108.2
P034,P034-35,Western hemlock,HW,22.8,20.0,390.6
P034,P034-36,Douglas-fir,FDC,42.9,28.2,1419.3
P034,P034-37,Douglas-fir,FDC,15.1,14.1,202.0
P034,P034-38,Douglas-fir,FDC,7.5,6.3,41.7
P034,P034-39,Douglas-fir,FDC,8.2,9.6,54.5
P034,P034-40,Western hemlock,HW,13.7,11.6,147.5
P034,P034-41,Douglas-fir,FDC,9.6,10.4,82.0
P034,P034-42,Western hemlock,HW,17.0,16.2,224.8
P034,P034-43,Western hemlock,HW,25.5,17.9,503.6
P034,P034-44,Red alder,DR,23.8,21.5,351.1
P034,P034-45,Bigleaf maple,MB,9.6,7.1,72.4
P034,P034-46,Douglas-fir,FDC,27.9,20.6,657.4
P034,P034-47,Douglas-fir,FDC,15.4,15.7,202.0
P034,P034-48,Western hemlock,HW,23.0,21.1,449.8
P034,P034-49,Douglas-fir,FDC,18.1,14.2,271.9
P034,P034-50,Western hemlock,HW,20.5,18.0,345.1
P035,P035-01,Douglas-fir,FDC,25.4,20.6,516.8
P035,P035-02,Western hemlock,HW,58.6,38.7,2633.4
P035,P035-03,Western hemlock,HW,39.0,28.4,1282.2
P035,P035-04,Douglas-fir,FDC,20.7,19.2,348.3
P035,P035-05,Bigleaf maple,MB,58.4,23.7,2744.4
P035,P035-06,Douglas-fir,FDC,37.9,25.4,1324.5
P035,P035-07,Western hemlock,HW,41.4,26.4,1261.0
P035,P035-08,Douglas-fir,FDC,39.0,27.3,1290.0
P035,P035-09,Western hemlock,HW,70.8,36.8,3863.2
P035,P035-10,Western hemlock,HW,25.1,21.3,451.4
P035,P035-11,Douglas-fir,FDC,48.8,33.5,2113.4
P035,P035-12,Douglas-fir,FDC,50.1,30.5,2125.1
P035,P035-13,Western hemlock,HW,16.0,12.8,189.6
P035,P035-14,Douglas-fir,FDC,88.7,42.1,6581.9
P035,P035-15,Western redcedar,CW,24.5,14.3,411.3
P035,P035-16,Douglas-fir,FDC,47.5,28.8,2039.4
P035,P035-17,Western redcedar,CW,86.0,35.4,4962.8
P035,P035-18,Western hemlock,HW,30.6,25.0,821.6
P035,P035-19,Douglas-fir,FDC,30.2,23.0,760.7
P035,P035-20,Western redcedar,CW,28.1,18.1,457.3
P035,P035-21,Western redcedar,CW,42.5,22.2,1160.1
P035,P035-22,Douglas-fir,FDC,49.3,32.3,2125.6
P035,P035-23,Western hemlock,HW,45.0,28.7,1554.8
P035,P035-24,Western redcedar,CW,30.2,18.1,612.9
P035,P035-25,Douglas-fir,FDC,27.8,21.3,682.3
P035,P035-26,Western hemlock,HW,18.2,15.2,280.3
P035,P035-27,Western hemlock,HW,30.5,19.3,773.6
P035,P035-28,Douglas-fir,FDC,18.7,13.3,316.1
P035,P035-29,Douglas-fir,FDC,30.3,23.1,802.7
P035,P035-30,Western hemlock,HW,40.8,27.5,1266.3
P035,P035-31,Western redcedar,CW,34.0,21.4,685.4
P035,P035-32,Douglas-fir,FDC,47.7,30.5,1924.4
P035,P035-33,Douglas-fir,FDC,45.9,32.6,1699.0
P035,P035-34,Western hemlock,HW,17.0,15.0,242.5
P035,P035-35,Douglas-fir,FDC,15.2,15.5,203.6
P035,P035-36,Douglas-fir,FDC,48.8,31.7,2084.3
P035,P035-37,Western redcedar,CW,30.8,20.7,578.7
P035,P035-38,Western hemlock,HW,22.0,20.0,371.5
P035,P035-39,Western redcedar,CW,66.1,31.3,2686.2
P036,P036-01,Western hemlock,HW,80.0,38.4,4947.8
P036,P036-02,Sitka spruce,SS,48.0,33.3,1642.9
P036,P036-03,Sitka spruce,SS,32.1,23.8,707.7
P036,P036-04,Douglas-fir,FDC,30.4,22.1,789.7
P036,P036-05,Douglas-fir,FDC,43.7,27.3,1480.9
P036,P036-06,Western redcedar,CW,58.1,28.5,2312.9
P036,P036-07,Douglas-fir,FDC,38.6,26.8,1284.4
P036,P036-08,Western redcedar,CW,64.2,30.5,2890.9
P036,P036-09,Douglas-fir,FDC,46.4,31.2,1655.7
P036,P036-10,Western hemlock,HW,50.0,30.9,1990.1
P036,P036-11,Douglas-fir,FDC,34.5,24.7,1077.7
P036,P036-12,Western hemlock,HW,23.6,17.9,397.0
P036,P036-13,Western redcedar,CW,54.0,25.9,2000.8
P036,P036-14,Douglas-fir,FDC,59.5,34.3,2744.1
P036,P036-15,Western redcedar,CW,27.9,20.0,465.1
P036,P036-16,Western hemlock,HW,43.8,30.1,1412.6
P036,P036-17,Douglas-fir,FDC,46.6,28.8,1664.2
P036,P036-18,Douglas-fir,FDC,43.3,28.5,1694.2
P036,P036-19,Western redcedar,CW,26.1,15.7,471.1
P036,P036-20,Western hemlock,HW,65.8,38.7,3673.0
P036,P036-21,Douglas-fir,FDC,53.7,32.6,2196.8
P036,P036-22,Western hemlock,HW,39.2,28.4,1163.4
P036,P036-23,Western redcedar,CW,32.5,18.7,643.8
P036,P036-24,Western redcedar,CW,42.7,23.0,1291.7
P036,P036-25,Western redcedar,CW,26.3,18.2,461.7
P036,P036-26,Sitka spruce,SS,38.2,28.8,1162.5
P036,P036-27,Douglas-fir,FDC,36.2,24.5,1117.8
P037,P037-01,Douglas-fir,FDC,18.5,15.2,305.4
P037,P037-02,Western hemlock,HW,58.5,32.8,2951.4
P037,P037-03,Douglas-fir,FDC,61.0,33.3,3376.0
P037,P037-04,Sitka spruce,SS,24.9,20.9,439.6
P037,P037-05,Sitka spruce,SS,18.9,17.4,286.1
P037,P037-06,Western hemlock,HW,49.5,30.3,2092.3
P037,P037-07,Western hemlock,HW,25.7,23.3,473.1
P037,P037-08,Western redcedar,CW,33.3,19.5,648.9
P037,P037-09,Douglas-fir,FDC,39.8,28.6,1216.2
P037,P037-10,Western redcedar,CW,24.6,16.8,381.0
P037,P037-11,Sitka spruce,SS,33.9,28.0,841.7
P037,P037-12,Douglas-fir,FDC,22.3,17.7,430.5
P037,P037-13,Western redcedar,CW,54.7,28.6,1962.8
P037,P037-14,Douglas-fir,FDC,45.1,27.0,1714.5
P037,P037-15,Western hemlock,HW,106.6,41.7,8901.0
P037,P037-16,Bigleaf maple,MB,47.0,22.3,1718.7
P037,P037-17,Douglas-fir,FDC,94.8,41.2,8155.1
P037,P037-18,Western hemlock,HW,96.0,40.5,7602.9
P037,P037-19,Western redcedar,CW,22.8,14.1,322.1
P037,P037-20,Western redcedar,CW,35.8,22.5,785.7
P037,P037-21,Bigleaf maple,MB,27.6,16.8,630.1
P037,P037-22,Douglas-fir,FDC,43.7,26.8,1451.4
P037,P037-23,Sitka spruce,SS,72.0,43.2,3885.9
P038,P038-01,Douglas-fir,FDC,18.7,17.4,295.4
P038,P038-02,Douglas-fir,FDC,15.0,13.8,191.7
P038,P038-03,Western hemlock,HW,19.0,17.8,262.1
P038,P038-04,Red alder,DR,13.9,10.6,117.0
P038,P038-05,Western redcedar,CW,23.4,19.3,323.5
P038,P038-06,Western hemlock,HW,29.9,21.3,645.8
P038,P038-07,Western hemlock,HW,20.9,18.4,360.8
P038,P038-08,Western hemlock,HW,27.4,21.3,655.8
P038,P038-09,Western hemlock,HW,18.0,12.0,238.1
P038,P038-10,Western hemlock,HW,10.1,9.6,77.9
P038,P038-11,Western hemlock,HW,52.4,33.1,2197.4
P038,P038-12,Douglas-fir,FDC,20.1,16.3,306.2
P038,P038-13,Western hemlock,HW,18.0,13.7,237.5
P038,P038-14,Western hemlock,HW,32.6,21.7,837.3
P038,P038-15,Douglas-fir,FDC,12.2,11.2,125.9
P038,P038-16,Western redcedar,CW,24.4,16.9,418.5
P038,P038-17,Douglas-fir,FDC,8.0,6.6,51.5
P038,P038-18,Western hemlock,HW,42.7,27.7,1348.2
P038,P038-19,Western redcedar,CW,17.7,12.4,204.8
P038,P038-20,Douglas-fir,FDC,14.4,12.1,157.6
P038,P038-21,Western hemlock,HW,18.1,17.7,232.0
P038,P038-22,Western hemlock,HW,23.1,17.7,401.7
P038,P038-23,Western hemlock,HW,39.0,26.2,1172.4
P038,P038-24,Red alder,DR,15.3,13.1,146.7
P038,P038-25,Western hemlock,HW,15.9,15.0,203.4
P038,P038-26,Western hemlock,HW,39.6,28.0,1239.6
P038,P038-27,Western hemlock,HW,25.1,22.7,482.9
P038,P038-28,Douglas-fir,FDC,16.2,13.2,205.0
P038,P038-29,Bigleaf maple,MB,20.0,15.8,329.9
P038,P038-30,Douglas-fir,FDC,38.4,26.8,1226.6
P038,P038-31,Western redcedar,CW,12.5,8.4,105.4
P038,P038-32,Douglas-fir,FDC,18.0,15.4,286.2
P038,P038-33,Douglas-fir,FDC,16.7,12.0,234.2
P038,P038-34,Douglas-fir,FDC,20.4,18.6,367.3
P038,P038-35,Western hemlock,HW,27.4,21.2,591.4
P038,P038-36,Western hemlock,HW,24.6,23.3,462.7
P038,P038-37,Western redcedar,CW,63.4,29.2,2880.6
P038,P038-38,Western redcedar,CW,12.7,12.0,110.3
P038,P038-39,Western hemlock,HW,13.9,11.6,141.5
P038,P038-40,Red alder,DR,7.7,8.0,38.4
P038,P038-41,Western hemlock,HW,25.5,21.4,520.8
P038,P038-42,Western hemlock,HW,13.8,12.6,145.8
P038,P038-43,Douglas-fir,FDC,32.5,25.1,840.6
P038,P038-44,Douglas-fir,FDC,16.1,15.1,203.3
P038,P038-45,Douglas-fir,FDC,8.9,8.4,66.7
P038,P038-46,Douglas-fir,FDC,18.7,17.2,305.6
P038,P038-47,Douglas-fir,FDC,10.5,11.1,89.5
P038,P038-48,Douglas-fir,FDC,21.2,19.9,355.7
P038,P038-49,Western redcedar,CW,27.7,17.0,447.2
P038,P038-50,Western redcedar,CW,8.7,5.3,46.6
P038,P038-51,Western hemlock,HW,18.8,16.1,253.2
P038,P038-52,Western hemlock,HW,10.2,8.3,75.5
P038,P038-53,Red alder,DR,11.5,12.4,78.7
P038,P038-54,Red alder,DR,30.1,20.1,577.8
P038,P038-55,Western hemlock,HW,35.6,28.5,1044.8
P038,P038-56,Douglas-fir,FDC,16.3,16.2,202.2
P038,P038-57,Douglas-fir,FDC,17.5,15.4,234.4
P038,P038-58,Western redcedar,CW,32.0,17.6,676.9
P038,P038-59,Douglas-fir,FDC,22.5,19.2,386.9
P038,P038-60,Douglas-fir,FDC,19.6,18.4,332.0
P038,P038-61,Douglas-fir,FDC,9.5,10.3,71.6
P038,P038-62,Western hemlock,HW,25.3,18.4,518.2
P038,P038-63,Western hemlock,HW,18.3,16.6,246.2
P038,P038-64,Douglas-fir,FDC,19.2,18.5,312.5
P038,P038-65,Western hemlock,HW,21.6,16.6,364.8
P038,P038-66,Western hemlock,HW,43.7,27.9,1635.9
P038,P038-67,Douglas-fir,FDC,19.6,15.8,296.7
P038,P038-68,Western redcedar,CW,18.7,13.7,208.3
P038,P038-69,Western hemlock,HW,12.4,12.3,126.4
P038,P038-70,Western hemlock,HW,19.6,15.8,321.9
P038,P038-71,Douglas-fir,FDC,28.2,20.6,685.0
P038,P038-72,Douglas-fir,FDC,11.8,11.0,121.3
P038,P038-73,Western hemlock,HW,14.9,15.1,186.6
P038,P038-74,Western hemlock,HW,15.9,15.4,191.3
P038,P038-75,Western hemlock,HW,14.9,14.4,182.3
P038,P038-76,Douglas-fir,FDC,22.8,20.2,416.8
P038,P038-77,Douglas-fir,FDC,21.2,17.6,350.5
P038,P038-78,Western hemlock,HW,24.1,19.0,424.1
P038,P038-79,Western hemlock,HW,26.1,22.2,541.7
P038,P038-80,Western hemlock,HW,16.5,15.6,192.3
P039,P039-01,Western redcedar,CW,15.0,11.5,145.1
P039,P039-02,Bigleaf maple,MB,8.1,7.0,49.6
P039,P039-03,Western redcedar,CW,22.0,13.9,338.3
P039,P039-04,Red alder,DR,24.1,18.0,395.7
P039,P039-05,Red alder,DR,37.5,22.3,951.4
P039,P039-06,Bigleaf maple,MB,11.4,10.2,91.3
P039,P039-07,Bigleaf maple,MB,10.0,9.0,69.5
P039,P039-08,Western redcedar,CW,7.5,8.3,32.8
P039,P039-09,Sitka spruce,SS,19.9,16.5,293.4
P039,P039-10,Red alder,DR,9.1,12.0,54.0
P039,P039-11,Bigleaf maple,MB,22.7,14.1,375.0
P039,P039-12,Red alder,DR,29.1,19.7,567.1
P039,P039-13,Red alder,DR,16.6,12.2,171.7
P039,P039-14,Western redcedar,CW,17.9,11.7,217.1
P039,P039-15,Red alder,DR,14.8,15.8,138.8
P039,P039-16,Red alder,DR,12.7,11.1,93.9
P039,P039-17,Western redcedar,CW,13.6,9.8,122.2
P039,P039-18,Western redcedar,CW,39.1,21.3,896.0
P039,P039-19,Bigleaf maple,MB,38.1,20.3,1052.1
P039,P039-20,Red alder,DR,14.5,12.6,142.0
P039,P039-21,Red alder,DR,24.8,19.4,401.3
P039,P039-22,Western redcedar,CW,10.5,8.7,74.8
P039,P039-23,Red alder,DR,26.8,19.6,455.2
P039,P039-24,Western redcedar,CW,16.3,12.5,162.8
P039,P039-25,Western redcedar,CW,17.8,12.3,204.3
P039,P039-26,Red alder,DR,23.0,17.3,316.0
P039,P039-27,Western redcedar,CW,16.9,10.6,193.4
P039,P039-28,Bigleaf maple,MB,23.4,15.5,431.5
P040,P040-01,Douglas-fir,FDC,22.9,18.1,392.8
P040,P040-02,Douglas-fir,FDC,17.6,16.1,230.4
P040,P040-03,Douglas-fir,FDC,17.2,13.9,224.1
P040,P040-04,Bigleaf maple,MB,21.9,12.5,399.7
P040,P040-05,Western hemlock,HW,26.5,22.1,532.6
P040,P040-06,Douglas-fir,FDC,58.7,31.7,2824.8
P040,P040-07,Western redcedar,CW,14.9,11.1,131.9
P040,P040-08,Douglas-fir,FDC,16.1,16.7,227.1
P040,P040-09,Western hemlock,HW,35.4,27.0,1081.0
P040,P040-10,Western hemlock,HW,52.8,31.0,2325.7
P040,P040-11,Western hemlock,HW,18.2,14.9,240.3
P040,P040-12,Red alder,DR,10.2,9.3,61.1
P040,P040-13,Douglas-fir,FDC,18.7,16.3,298.0
P040,P040-14,Western hemlock,HW,13.5,14.4,133.5
P040,P040-15,Douglas-fir,FDC,7.5,7.6,47.1
P040,P040-16,Western hemlock,HW,26.8,20.0,546.5
P040,P040-17,Western hemlock,HW,31.3,21.7,806.5
P040,P040-18,Western hemlock,HW,19.7,16.4,330.5
P040,P040-19,Western redcedar,CW,22.6,14.8,347.9
P040,P040-20,Western hemlock,HW,47.9,30.5,1786.2
P040,P040-21,Western hemlock,HW,11.9,11.6,102.8
P040,P040-22,Douglas-fir,FDC,26.0,19.9,608.6
P040,P040-23,Western hemlock,HW,23.3,19.2,420.5
P040,P040-24,Western hemlock,HW,27.4,21.2,579.3
P040,P040-25,Western hemlock,HW,25.2,22.1,468.1
P040,P040-26,Red alder,DR,14.4,11.3,143.1
P040,P040-27,Douglas-fir,FDC,64.7,36.7,3512.8
P040,P040-28,Douglas-fir,FDC,39.3,27.5,1271.8
P040,P040-29,Douglas-fir,FDC,20.1,18.1,331.4
P040,P040-30,Douglas-fir,FDC,42.9,29.2,1610.8
P040,P040-31,Western redcedar,CW,21.1,15.1,272.2
P040,P040-32,Red alder,DR,15.5,12.1,142.7
P040,P040-33,Western hemlock,HW,29.5,20.5,707.7
P040,P040-34,Red alder,DR,45.7,27.8,1446.7
P040,P040-35,Douglas-fir,FDC,26.8,18.9,578.8
P040,P040-36,Red alder,DR,12.2,12.5,95.7
P040,P040-37,Western redcedar,CW,33.6,19.3,670.0
P040,P040-38,Red alder,DR,28.4,18.7,541.6
P040,P040-39,Western hemlock,HW,26.5,22.4,558.3
P040,P040-40,Douglas-fir,FDC,33.2,26.6,972.5
P040,P040-41,Douglas-fir,FDC,21.1,16.6,396.5
P040,P040-42,Western redcedar,CW,36.3,20.5,859.0
P040,P040-43,Bigleaf maple,MB,23.6,15.6,456.6
P040,P040-44,Douglas-fir,FDC,16.1,14.4,212.8
P040,P040-45,Western hemlock,HW,23.2,17.0,416.2
P040,P040-46,Douglas-fir,FDC,31.7,26.3,851.3
P041,P041-01,Western redcedar,CW,67.6,32.2,3267.4
P041,P041-02,Douglas-fir,FDC,44.9,28.1,1807.6
P041,P041-03,Douglas-fir,FDC,27.9,21.2,584.5
P041,P041-04,Douglas-fir,FDC,49.6,29.9,2174.2
P041,P041-05,Western hemlock,HW,17.0,16.0,224.9
P041,P041-06,Western hemlock,HW,49.6,32.5,1981.9
P041,P041-07,Douglas-fir,FDC,22.2,18.9,427.1
P041,P041-08,Western redcedar,CW,54.1,27.8,1800.7
P041,P041-09,Western redcedar,CW,20.5,12.9,292.6
P041,P041-10,Western redcedar,CW,25.4,16.5,449.3
P041,P041-11,Western redcedar,CW,66.9,28.7,2653.2
P041,P041-12,Western redcedar,CW,34.3,21.7,735.3
P041,P041-13,Douglas-fir,FDC,30.9,23.7,793.6
P041,P041-14,Western hemlock,HW,21.7,16.9,356.1
P041,P041-15,Western redcedar,CW,31.0,20.1,569.7
P041,P041-16,Western redcedar,CW,56.4,28.3,2224.3
P041,P041-17,Western hemlock,HW,64.0,37.5,3289.4
P041,P041-18,Douglas-fir,FDC,31.9,23.4,807.1
P041,P041-19,Douglas-fir,FDC,24.6,17.4,477.3
P041,P041-20,Douglas-fir,FDC,30.0,22.1,800.4
P041,P041-21,Western redcedar,CW,70.3,30.5,2940.1
P041,P041-22,Western redcedar,CW,30.3,20.6,644.4
P041,P041-23,Douglas-fir,FDC,51.9,32.3,2273.6
P041,P041-24,Douglas-fir,FDC,31.3,22.1,864.4
P041,P041-25,Western hemlock,HW,107.9,44.4,9941.2
P041,P041-26,Western redcedar,CW,19.8,14.4,251.7
P041,P041-27,Douglas-fir,FDC,25.1,20.4,482.9
P041,P041-28,Douglas-fir,FDC,39.0,26.0,1297.1
P041,P041-29,Western redcedar,CW,23.9,16.9,395.2
P041,P041-30,Western hemlock,HW,48.6,30.7,2029.3
P041,P041-31,Douglas-fir,FDC,45.1,33.4,1731.1
P041,P041-32,Douglas-fir,FDC,38.3,26.8,1314.1
P041,P041-33,Douglas-fir,FDC,36.4,25.2,1186.1
P041,P041-34,Western redcedar,CW,39.0,24.7,1036.0
P041,P041-35,Western hemlock,HW,13.7,14.3,137.9
P042,P042-01,Sitka spruce,SS,17.5,14.5,244.1
P042,P042-02,Western redcedar,CW,22.7,14.5,308.3
P042,P042-03,Bigleaf maple,MB,29.8,17.0,650.9
P042,P042-04,Western redcedar,CW,12.8,10.5,113.5
P042,P042-05,Red alder,DR,24.1,16.3,379.8
P042,P042-06,Red alder,DR,7.5,6.5,36.4
P042,P042-07,Western redcedar,CW,18.5,12.6,204.7
P042,P042-08,Western redcedar,CW,18.1,13.0,227.1
P042,P042-09,Bigleaf maple,MB,32.8,18.8,905.5
P042,P042-10,Red alder,DR,32.0,17.7,710.5
P042,P042-11,Sitka spruce,SS,25.3,22.7,452.8
P042,P042-12,Bigleaf maple,MB,17.6,11.7,235.7
P042,P042-13,Red alder,DR,18.4,16.7,202.8
P042,P042-14,Red alder,DR,34.0,22.7,756.1
P042,P042-15,Red alder,DR,13.0,12.2,110.8
P042,P042-16,Bigleaf maple,MB,14.3,11.8,170.1
P042,P042-17,Red alder,DR,13.2,11.4,103.9
P042,P042-18,Western redcedar,CW,24.2,14.0,346.9
P042,P042-19,Bigleaf maple,MB,23.1,16.1,392.0
P042,P042-20,Red alder,DR,11.6,12.3,79.0
P042,P042-21,Western redcedar,CW,32.8,21.0,623.2
P042,P042-22,Red alder,DR,22.5,17.3,329.8
P042,P042-23,Red alder,DR,16.8,15.3,179.0
P042,P042-24,Sitka spruce,SS,19.3,16.7,301.1
P042,P042-25,Sitka spruce,SS,13.7,12.7,147.0
P042,P042-26,Red alder,DR,17.9,17.6,183.5
P042,P042-27,Red alder,DR,56.8,25.4,2149.8
P042,P042-28,Bigleaf maple,MB,35.5,18.6,990.6
P042,P042-29,Bigleaf maple,MB,19.4,14.5,301.4
P042,P042-30,Sitka spruce,SS,12.8,13.0,118.5
P042,P042-31,Red alder,DR,22.5,19.0,346.3
P042,P042-32,Bigleaf maple,MB,24.7,15.7,515.2
P042,P042-33,Bigleaf maple,MB,12.2,10.4,113.4
P042,P042-34,Western redcedar,CW,16.3,14.8,155.1
P042,P042-35,Western redcedar,CW,30.1,20.3,587.9
P042,P042-36,Red alder,DR,28.0,21.2,464.1
P042,P042-37,Red alder,DR,29.0,17.9,566.6
P042,P042-38,Red alder,DR,10.1,9.2,65.4
P042,P042-39,Western redcedar,CW,31.5,15.9,642.6
P042,P042-40,Bigleaf maple,MB,50.6,22.7,1935.1
P042,P042-41,Sitka spruce,SS,19.8,15.3,266.2
P042,P042-42,Western redcedar,CW,14.3,12.0,132.7
P042,P042-43,Western redcedar,CW,12.5,10.2,96.8
P042,P042-44,Western redcedar,CW,24.1,17.5,346.4
P042,P042-45,Red alder,DR,20.5,16.2,277.1
P042,P042-46,Red alder,DR,7.5,8.0,31.5
P042,P042-47,Western redcedar,CW,14.6,9.1,146.6
P042,P042-48,Bigleaf maple,MB,18.8,13.2,267.8
P042,P042-49,Sitka spruce,SS,35.4,28.0,933.3
P042,P042-50,Sitka spruce,SS,10.5,10.2,75.1
P042,P042-51,Red alder,DR,12.3,10.1,90.0
P042,P042-52,Sitka spruce,SS,14.9,16.3,150.4
P042,P042-53,Bigleaf maple,MB,22.3,17.7,370.4
P042,P042-54,Bigleaf maple,MB,29.4,19.3,726.2
P042,P042-55,Red alder,DR,17.6,16.7,202.0
P043,P043-01,Douglas-fir,FDC,18.6,14.9,258.7
P043,P043-02,Red alder,DR,41.8,23.0,1185.3
P043,P043-03,Red alder,DR,20.8,16.9,303.1
P043,P043-04,Western hemlock,HW,25.6,20.5,515.1
P043,P043-05,Douglas-fir,FDC,33.4,26.7,1022.8
P043,P043-06,Red alder,DR,14.5,11.9,122.9
P043,P043-07,Douglas-fir,FDC,34.2,28.8,1026.5
P043,P043-08,Western hemlock,HW,13.3,11.3,140.2
P043,P043-09,Red alder,DR,15.2,15.5,141.5
P043,P043-10,Western hemlock,HW,22.8,19.1,434.2
P043,P043-11,Western redcedar,CW,8.0,2.4,39.3
P043,P043-12,Red alder,DR,29.6,21.5,558.2
P043,P043-13,Western hemlock,HW,24.2,20.0,444.2
P043,P043-14,Douglas-fir,FDC,15.5,13.0,213.1
P043,P043-15,Douglas-fir,FDC,43.4,26.2,1728.9
P043,P043-16,Douglas-fir,FDC,15.0,14.6,201.4
P043,P043-17,Douglas-fir,FDC,24.4,19.8,543.3
P043,P043-18,Western hemlock,HW,12.7,11.4,118.2
P043,P043-19,Western redcedar,CW,18.5,13.8,236.4
P043,P043-20,Douglas-fir,FDC,30.0,23.9,817.6
P043,P043-21,Red alder,DR,26.2,18.9,460.9
P043,P043-22,Western redcedar,CW,30.6,20.5,563.2
P043,P043-23,Red alder,DR,16.2,15.5,171.7
P043,P043-24,Western hemlock,HW,21.5,19.4,361.0
P043,P043-25,Douglas-fir,FDC,16.0,15.2,212.5
P043,P043-26,Western hemlock,HW,25.2,18.6,532.4
P043,P043-27,Douglas-fir,FDC,15.0,12.6,191.5
P043,P043-28,Douglas-fir,FDC,17.0,15.6,225.1
P043,P043-29,Red alder,DR,12.9,13.8,105.7
P043,P043-30,Western hemlock,HW,20.7,18.6,347.9
P043,P043-31,Western hemlock,HW,16.9,16.5,241.3
P043,P043-32,Douglas-fir,FDC,20.8,18.4,361.2
P043,P043-33,Douglas-fir,FDC,12.8,9.2,141.4
P043,P043-34,Douglas-fir,FDC,56.6,32.6,2685.1
P043,P043-35,Douglas-fir,FDC,8.9,11.5,64.8
P043,P043-36,Western redcedar,CW,16.3,11.6,169.3
P043,P043-37,Douglas-fir,FDC,35.5,25.5,1091.2
P043,P043-38,Red alder,DR,20.6,17.1,249.3
P043,P043-39,Douglas-fir,FDC,24.5,20.7,498.8
P043,P043-40,Red alder,DR,18.7,15.7,205.9
P043,P043-41,Douglas-fir,FDC,15.4,11.9,184.3
P043,P043-42,Douglas-fir,FDC,13.6,12.1,144.7
